storm_date,storm_time,time_zone_offset,state_abbreviation,state_name,state_fips_code,magnitude,injured_count,fatality_count,property_loss,crop_loss,yearly_tornado_count,start_lon,start_lat,end_long,end_lat,length,width,tornado_path_geom
2006-09-22,18:38:00,-06:00,KY,Kentucky,21,1,0,0,0.07,0,926,-86.92,37.7,-86.85,37.67,4.0,225.0,"LINESTRING(-86.92 37.7, -86.85 37.67)"
2002-11-10,02:00:00,-06:00,KY,Kentucky,21,1,0,0,0.07,0,364,-86.33,36.63,-86.32,36.63,1.5,75.0,"LINESTRING(-86.33 36.63, -86.32 36.63)"
2016-03-27,18:35:00,-06:00,KY,Kentucky,21,0,0,0,4000,0,613673,-87.3237,37.1179,-87.2442,37.1488,4.87,225.0,"LINESTRING(-87.3237 37.1179, -87.2442 37.1488)"
2003-05-11,03:30:00,-06:00,KY,Kentucky,21,2,8,1,15,0,912,-84.9,37.8,-84.8,37.82,7.0,900.0,"LINESTRING(-84.9 37.8, -84.8 37.82)"
2000-11-09,13:06:00,-06:00,KY,Kentucky,21,1,0,0,0.07,0,321,-86.13,37.33,-86.13,37.37,2.0,210.0,"LINESTRING(-86.13 37.33, -86.13 37.37)"
2016-05-10,13:22:00,-06:00,KY,Kentucky,21,1,0,0,100000,0,613889,-86.3001,37.7725,-86.2929,37.7712,0.4,75.0,"LINESTRING(-86.3001 37.7725, -86.2929 37.7712)"
2012-03-02,14:35:00,-06:00,KY,Kentucky,21,2,0,0,0.075,0,359389,-85.4328,38.6333,-85.3449,38.6452,4.81,600.0,"LINESTRING(-85.4328 38.6333, -85.3449 38.6452)"
2015-07-13,17:13:00,-06:00,KY,Kentucky,21,0,0,0,0.07,0,587028,-85.4374,36.6276,-85.4245,36.6094,1.45,300.0,"LINESTRING(-85.4374 36.6276, -85.4245 36.6094)"
2007-10-18,21:20:00,-06:00,KY,Kentucky,21,1,0,0,0.035,0,1060,-85.69,38.03,-85.67,38.04,1.64,600.0,"LINESTRING(-85.69 38.03, -85.67 38.04)"
2016-08-20,17:30:00,-06:00,KY,Kentucky,21,0,0,0,50000,50000,614303,-85.873,36.9433,-85.8455,36.95,1.58,90.0,"LINESTRING(-85.873 36.9433, -85.8455 36.95)"
2007-10-18,19:32:00,-06:00,KY,Kentucky,21,2,0,0,0.12,0,1054,-87.85,36.72,-87.71,36.78,9.28,600.0,"LINESTRING(-87.85 36.72, -87.71 36.78)"
2014-04-28,16:46:00,-06:00,KY,Kentucky,21,0,0,0,0.002,0,508188,-88.8654,36.6537,-88.8536,36.6653,1.03,75.0,"LINESTRING(-88.8654 36.6537, -88.8536 36.6653)"
2016-05-10,18:17:00,-06:00,KY,Kentucky,21,0,0,0,20000,0,613898,-87.7013,36.9345,-87.6758,36.9445,1.57,300.0,"LINESTRING(-87.7013 36.9345, -87.6758 36.9445)"
2008-02-05,19:09:00,-06:00,KY,Kentucky,21,2,2,0,4.4,0,115,-87.65,36.96,-87.44,37.08,14.06,825.0,"LINESTRING(-87.65 36.96, -87.44 37.08)"
2013-04-18,19:54:00,-06:00,KY,Kentucky,21,0,0,0,0.043,0,439513,-88.52,36.8578,-88.4633,36.8834,3.6,450.0,"LINESTRING(-88.52 36.8578, -88.4633 36.8834)"
2007-04-03,20:25:00,-06:00,KY,Kentucky,21,0,0,0,0.7,0,254,-83.21,36.8,-83.22,36.79,1.18,150.0,"LINESTRING(-83.21 36.8, -83.22 36.79)"
2013-04-18,19:31:00,-06:00,KY,Kentucky,21,0,0,0,0.003,0,439512,-88.6542,36.6065,-88.6361,36.65,3.17,300.0,"LINESTRING(-88.6542 36.6065, -88.6361 36.65)"
2009-07-30,22:35:00,-06:00,KY,Kentucky,21,1,0,0,0.025,0,961,-86.18,36.8701,-86.18,36.8904,1.4,600.0,"LINESTRING(-86.18 36.8701, -86.18 36.8904)"
2008-02-06,01:40:00,-06:00,KY,Kentucky,21,3,11,4,1.28,0.2,161,-86.11,36.64,-85.96,36.71,9.44,1320.0,"LINESTRING(-86.11 36.64, -85.96 36.71)"
2008-02-06,00:01:00,-06:00,KY,Kentucky,21,1,0,0,0.06,0,147,-85.18,37.67,-85.18,37.67,0.3,450.0,
2008-05-11,08:27:00,-06:00,KY,Kentucky,21,1,0,0,0.025,0,725,-83.29,37.17,-83.28,37.17,0.25,210.0,"LINESTRING(-83.29 37.17, -83.28 37.17)"
2013-10-31,19:25:00,-06:00,KY,Kentucky,21,1,0,0,0.203,0,477110,-88.8899,36.9038,-88.7683,36.9725,8.26,600.0,"LINESTRING(-88.8899 36.9038, -88.7683 36.9725)"
2004-05-27,20:15:00,-06:00,KY,Kentucky,21,3,6,0,7.5,0,972,-84.53,38.08,-84.5,38.08,3.0,300.0,"LINESTRING(-84.53 38.08, -84.5 38.08)"
2017-04-28,21:53:00,-06:00,KY,Kentucky,21,1,0,0,200000,0,615021,-85.596,38.397,-85.573,38.402,1.29,750.0,"LINESTRING(-85.596 38.397, -85.573 38.402)"
2008-02-05,23:46:00,-06:00,KY,Kentucky,21,2,0,0,0.175,0,143,-85.2,38.27,-85.09,38.31,6.99,750.0,"LINESTRING(-85.2 38.27, -85.09 38.31)"
2002-05-17,15:49:00,-06:00,KY,Kentucky,21,0,0,0,0.06,0,134,-84.12,36.98,-84.12,36.98,0.6,150.0,
2013-01-30,03:42:00,-06:00,KY,Kentucky,21,1,0,0,0.08,0,422000,-86.1368,37.0671,-86.0996,37.0941,2.77,300.0,"LINESTRING(-86.1368 37.0671, -86.0996 37.0941)"
2016-04-27,17:36:00,-06:00,KY,Kentucky,21,1,0,0,75000,0,613813,-87.0605,37.7682,-87.0149,37.7887,2.86,450.0,"LINESTRING(-87.0605 37.7682, -87.0149 37.7887)"
2017-02-28,22:35:00,-06:00,KY,Kentucky,21,0,0,0,70000,0,614671,-88.5311,36.5021,-88.43,36.6,8.8,90.0,"LINESTRING(-88.5311 36.5021, -88.43 36.6)"
2011-06-22,19:38:00,-06:00,KY,Kentucky,21,1,0,0,0.075,0,308173,-85.5488,38.2025,-85.4847,38.2162,3.5,180.0,"LINESTRING(-85.5488 38.2025, -85.4847 38.2162)"
2015-06-19,12:30:00,-06:00,KY,Kentucky,21,0,0,0,0.004,0.005,578658,-88.519,36.6765,-88.4961,36.6947,1.79,450.0,"LINESTRING(-88.519 36.6765, -88.4961 36.6947)"
2013-01-30,03:38:00,-06:00,KY,Kentucky,21,2,0,0,0.4,0,421959,-86.241,37.0272,-86.193,37.0464,2.96,750.0,"LINESTRING(-86.241 37.0272, -86.193 37.0464)"
2011-04-15,19:12:00,-06:00,KY,Kentucky,21,0,0,0,0.008,0,288655,-87.87,36.83,-87.8649,36.8315,0.3,150.0,"LINESTRING(-87.87 36.83, -87.8649 36.8315)"
2008-04-11,11:41:00,-06:00,KY,Kentucky,21,1,0,0,0.002,0,453,-85.14,36.74,-85.13,36.74,0.45,450.0,"LINESTRING(-85.14 36.74, -85.13 36.74)"
2008-04-11,11:44:00,-06:00,KY,Kentucky,21,2,0,0,0.075,0,454,-85.08,36.75,-85.03,36.77,3.14,900.0,"LINESTRING(-85.08 36.75, -85.03 36.77)"
2000-05-23,13:00:00,-06:00,KY,Kentucky,21,3,16,0,50,0,920,-86.3,37.53,-86.23,37.48,6.0,300.0,"LINESTRING(-86.3 37.53, -86.23 37.48)"
2015-04-07,17:03:00,-06:00,KY,Kentucky,21,1,0,0,0.015,0,563789,-84.18,37.66,-84.1494,37.6552,2.0,645.0,"LINESTRING(-84.18 37.66, -84.1494 37.6552)"
2006-04-07,14:04:00,-06:00,KY,Kentucky,21,2,4,0,1.58,0,301,-85.82,36.9,-85.7,36.9,8.1,750.0,"LINESTRING(-85.82 36.9, -85.7 36.9)"
2013-11-17,15:32:00,-06:00,KY,Kentucky,21,3,1,0,0.7,0,480994,-87.4898,37.1533,-87.3419,37.1705,8.23,600.0,"LINESTRING(-87.4898 37.1533, -87.3419 37.1705)"
2007-10-18,19:09:00,-06:00,KY,Kentucky,21,3,8,0,11.5,0,1050,-87.17,37.77,-87.06,37.82,6.99,1080.0,"LINESTRING(-87.17 37.77, -87.06 37.82)"
2009-04-10,10:54:00,-06:00,KY,Kentucky,21,3,2,0,0.152,0,211,-87.4888,37.1199,-87.4559,37.1327,2.02,225.0,"LINESTRING(-87.4888 37.1199, -87.4559 37.1327)"
2017-11-18,15:02:00,-06:00,KY,Kentucky,21,1,0,0,100000,0,615874,-87.2339,37.3433,-87.1827,37.3403,2.82,900.0,"LINESTRING(-87.2339 37.3433, -87.1827 37.3403)"
2017-06-23,16:05:00,-06:00,KY,Kentucky,21,1,0,0,150000,0,615480,-85.4359,37.6177,-85.3983,37.6172,2.1,300.0,"LINESTRING(-85.4359 37.6177, -85.3983 37.6172)"
2010-04-24,15:23:00,-06:00,KY,Kentucky,21,0,0,0,0.004,0,151,-87.3756,36.7595,-87.35,36.78,2.0,120.0,"LINESTRING(-87.3756 36.7595, -87.35 36.78)"
2009-08-04,17:55:00,-06:00,KY,Kentucky,21,0,1,0,0.035,0,1091,-87.4826,36.899,-87.4659,36.8923,1.03,120.0,"LINESTRING(-87.4826 36.899, -87.4659 36.8923)"
2009-04-30,18:44:00,-06:00,KY,Kentucky,21,0,0,0,0.003,0,383,-88.2445,36.6795,-88.2362,36.6877,0.73,120.0,"LINESTRING(-88.2445 36.6795, -88.2362 36.6877)"
2004-05-30,13:40:00,-06:00,KY,Kentucky,21,2,0,0,0.3,0,1031,-87.52,37.25,-87.37,37.22,7.0,525.0,"LINESTRING(-87.52 37.25, -87.37 37.22)"
2011-04-23,13:14:00,-06:00,KY,Kentucky,21,1,0,0,0.015,0,292771,-84.4522,38.9123,-84.4492,38.9129,0.17,150.0,"LINESTRING(-84.4522 38.9123, -84.4492 38.9129)"
2013-12-21,17:31:00,-06:00,KY,Kentucky,21,0,0,0,0.002,0,483158,-88.3178,36.7343,-88.3119,36.7346,0.33,150.0,"LINESTRING(-88.3178 36.7343, -88.3119 36.7346)"
2012-03-02,15:24:00,-06:00,KY,Kentucky,21,2,3,0,0.32,0,369180,-84.89,38.6,-84.79,38.6,5.4,450.0,"LINESTRING(-84.89 38.6, -84.79 38.6)"
2011-06-22,19:34:00,-06:00,KY,Kentucky,21,2,0,0,0.175,0,308169,-85.5778,38.1949,-85.5492,38.2016,1.6,300.0,"LINESTRING(-85.5778 38.1949, -85.5492 38.2016)"
2012-03-02,16:39:00,-06:00,KY,Kentucky,21,3,118,10,81.475,0,368695,-83.6146,37.905,-82.0796,38.1163,84.99,4740.0,"LINESTRING(-83.6146 37.905, -83.422725 37.9314125, -83.23085 37.957825, -83.038975 37.9842375, -82.8471 38.01065, -82.655225 38.0370625, -82.46335 38.063475, -82.271475 38.0898875, -82.0796 38.1163)"
2016-03-31,13:02:00,-06:00,KY,Kentucky,21,1,0,0,100000,0,613684,-87.1286,37.6511,-87.0749,37.6452,2.97,750.0,"LINESTRING(-87.1286 37.6511, -87.0749 37.6452)"
2000-01-03,15:08:00,-06:00,KY,Kentucky,21,3,3,0,7.4,0,628,-88.08,37.27,-87.73,37.48,24.0,1320.0,"LINESTRING(-88.08 37.27, -87.905 37.375, -87.73 37.48)"
2017-03-27,13:27:00,-06:00,KY,Kentucky,21,0,0,0,75000,0,614826,-87.7316,36.9334,-87.6545,36.9494,4.4,375.0,"LINESTRING(-87.7316 36.9334, -87.6545 36.9494)"
1996-05-08,17:15:00,-06:00,KY,Kentucky,21,2,2,0,0.07,0,506,-84.37,38.78,-84.37,38.78,2.0,600.0,
2010-05-02,02:04:00,-06:00,KY,Kentucky,21,0,0,0,0.07,0,224,-87.4,37.1382,-87.3904,37.1388,0.53,225.0,"LINESTRING(-87.4 37.1382, -87.3904 37.1388)"
2008-02-05,18:50:00,-06:00,KY,Kentucky,21,1,0,0,0.06,0,111,-87.88,36.81,-87.8,36.85,5.56,450.0,"LINESTRING(-87.88 36.81, -87.8 36.85)"
2013-06-10,12:40:00,-06:00,KY,Kentucky,21,2,4,0,0.502,0.035,445621,-86.9166,36.713,-86.6684,36.6963,13.9,975.0,"LINESTRING(-86.9166 36.713, -86.6684 36.6963)"
2014-10-03,00:15:00,-06:00,KY,Kentucky,21,1,0,0,0.035,0,541785,-87.5913,36.8523,-87.5673,36.8563,1.36,330.0,"LINESTRING(-87.5913 36.8523, -87.5673 36.8563)"
2010-10-26,09:51:00,-06:00,KY,Kentucky,21,0,0,0,0.015,0,1155,-85.5913,38.0214,-85.5898,38.022,0.09,225.0,"LINESTRING(-85.5913 38.0214, -85.5898 38.022)"
2014-10-06,17:13:00,-06:00,KY,Kentucky,21,1,0,0,0.003,0,538978,-85.1959,36.842,-85.1571,36.8472,2.17,450.0,"LINESTRING(-85.1959 36.842, -85.1571 36.8472)"
1997-07-23,19:00:00,-06:00,KY,Kentucky,21,0,0,0,0.002,0,387,-84.53,37.2,-84.53,37.2,0.2,90.0,
2005-11-06,04:41:00,-06:00,KY,Kentucky,21,2,0,0,2.1,0,529,-85.92,37.28,-85.9,37.28,1.0,600.0,"LINESTRING(-85.92 37.28, -85.9 37.28)"
2014-10-07,13:39:00,-06:00,KY,Kentucky,21,1,0,0,0.065,0,539315,-84.691,38.4618,-84.5363,38.447,12.13,450.0,"LINESTRING(-84.691 38.4618, -84.5363 38.447)"
2005-11-06,01:39:00,-06:00,KY,Kentucky,21,3,238,24,87.26,0,1253,-87.78,37.83,-87.05,38.1,41.3,1500.0,"LINESTRING(-87.78 37.83, -87.5975 37.8975, -87.415 37.965, -87.2325 38.0325, -87.05 38.1)"
2007-10-18,18:58:00,-06:00,KY,Kentucky,21,1,0,0,0.08,0,1047,-87.48,37.2,-87.45,37.22,2.0,300.0,"LINESTRING(-87.48 37.2, -87.45 37.22)"
1996-04-20,00:40:00,-06:00,KY,Kentucky,21,1,0,0,0.3,0,112,-85.53,38.05,-85.52,38.05,1.0,600.0,"LINESTRING(-85.53 38.05, -85.52 38.05)"
2007-10-18,17:15:00,-06:00,KY,Kentucky,21,0,0,0,0.003,0,1033,-86.9,37.8,-86.9,37.81,0.2,60.0,"LINESTRING(-86.9 37.8, -86.9 37.81)"
2017-11-18,15:36:00,-06:00,KY,Kentucky,21,0,0,0,125000,0,615877,-87.196,36.889,-87.1842,36.8936,0.73,450.0,"LINESTRING(-87.196 36.889, -87.1842 36.8936)"
2012-03-23,13:07:00,-06:00,KY,Kentucky,21,1,0,0,0.3,0,362536,-85.6225,38.0855,-85.6017,38.1167,2.44,210.0,"LINESTRING(-85.6225 38.0855, -85.6017 38.1167)"
2005-03-19,17:40:00,-06:00,KY,Kentucky,21,0,0,0,0.003,0,12,-85.12,38.03,-85.13,38.03,0.4,75.0,"LINESTRING(-85.12 38.03, -85.13 38.03)"
1996-05-28,16:40:00,-06:00,KY,Kentucky,21,4,10,0,101,0,1141,-85.75,38.15,-85.17,38.03,30.0,2550.0,"LINESTRING(-85.75 38.15, -85.605 38.12, -85.46 38.09, -85.315 38.06, -85.17 38.03)"
2016-04-27,17:22:00,-06:00,KY,Kentucky,21,0,0,0,100000,0,613810,-87.1343,37.6886,-87.0828,37.733,4.16,375.0,"LINESTRING(-87.1343 37.6886, -87.0828 37.733)"
2017-04-05,16:11:00,-06:00,KY,Kentucky,21,1,0,0,150000,0,614951,-85.714,37.154,-85.702,37.157,0.69,150.0,"LINESTRING(-85.714 37.154, -85.702 37.157)"
2005-11-15,16:04:00,-06:00,KY,Kentucky,21,1,0,0,0.003,0,547,-87.22,37.55,-87.22,37.55,0.2,150.0,
1997-06-13,17:13:00,-06:00,KY,Kentucky,21,2,2,0,0.12,0,308,-87.27,37.13,-87.15,37.2,6.0,360.0,"LINESTRING(-87.27 37.13, -87.15 37.2)"
2017-02-28,23:28:00,-06:00,KY,Kentucky,21,1,0,0,300000,0,614676,-87.8813,36.7365,-87.7488,36.801,8.58,1200.0,"LINESTRING(-87.8813 36.7365, -87.7488 36.801)"
2013-11-17,14:05:00,-06:00,KY,Kentucky,21,3,34,3,6.76,0,480993,-88.8781,37.098,-88.1092,37.1205,42.5,1500.0,"LINESTRING(-88.8781 37.098, -88.685875 37.103625, -88.49365 37.10925, -88.301425 37.114875, -88.1092 37.1205)"
1997-03-28,18:04:00,-06:00,KY,Kentucky,21,3,14,1,1.4,0,649,-85.92,37.37,-85.77,37.43,9.0,3600.0,"LINESTRING(-85.92 37.37, -85.77 37.43)"
2005-11-15,13:45:00,-06:00,KY,Kentucky,21,3,20,1,8.55,0,1255,-88.63,36.68,-88.0,37.05,44.0,1500.0,"LINESTRING(-88.63 36.68, -88.4725 36.7725, -88.315 36.865, -88.1575 36.9575, -88 37.05)"
2010-05-02,00:47:00,-06:00,KY,Kentucky,21,0,0,0,0.015,0,219,-88.5263,36.7613,-88.4869,36.774,2.35,120.0,"LINESTRING(-88.5263 36.7613, -88.4869 36.774)"
1996-01-18,10:12:00,-06:00,KY,Kentucky,21,1,2,0,0.07,0,29,-88.63,37.08,-88.63,37.08,1.0,150.0,
2012-03-02,16:02:00,-06:00,KY,Kentucky,21,0,0,0,0.07,0,369352,-84.17,38.693,-84.168,38.694,0.13,150.0,"LINESTRING(-84.17 38.693, -84.168 38.694)"
2017-03-01,00:35:00,-06:00,KY,Kentucky,21,1,0,0,50000,0,614678,-86.88,37.184,-86.87,37.192,0.78,270.0,"LINESTRING(-86.88 37.184, -86.87 37.192)"
2016-05-10,17:06:00,-06:00,KY,Kentucky,21,2,0,0,150000,0,613897,-86.878,37.4635,-86.729,37.5202,8.6,900.0,"LINESTRING(-86.878 37.4635, -86.729 37.5202)"
2002-04-28,01:49:00,-06:00,KY,Kentucky,21,3,26,0,16.9,0,575,-87.88,37.38,-87.47,37.42,22.0,2640.0,"LINESTRING(-87.88 37.38, -87.675 37.4, -87.47 37.42)"
2011-09-25,19:25:00,-06:00,KY,Kentucky,21,2,0,0,0.08,0,342875,-87.3822,37.1725,-87.3755,37.1778,0.52,240.0,"LINESTRING(-87.3822 37.1725, -87.3755 37.1778)"
2003-02-22,15:09:00,-06:00,KY,Kentucky,21,1,7,2,0.3,0,27,-83.55,37.55,-83.55,37.55,0.5,225.0,
2017-11-18,15:32:00,-06:00,KY,Kentucky,21,1,1,0,200000,0,615876,-86.3086,37.9222,-86.2763,37.9287,1.82,150.0,"LINESTRING(-86.3086 37.9222, -86.2763 37.9287)"
2010-10-26,08:27:00,-06:00,KY,Kentucky,21,0,0,0,0.002,0,1141,-87.266,37.2656,-87.264,37.2665,0.13,150.0,"LINESTRING(-87.266 37.2656, -87.264 37.2665)"
2017-03-09,21:13:00,-06:00,KY,Kentucky,21,1,0,0,75000,0,614793,-88.3322,36.5996,-88.2346,36.5781,5.61,450.0,"LINESTRING(-88.3322 36.5996, -88.2346 36.5781)"
2012-05-01,14:45:00,-06:00,KY,Kentucky,21,0,0,0,0.025,0,369013,-85.364,38.6071,-85.3298,38.61,1.86,45.0,"LINESTRING(-85.364 38.6071, -85.3298 38.61)"
2003-05-04,22:45:00,-06:00,KY,Kentucky,21,2,2,0,0.07,0,117,-87.33,37.67,-87.33,37.67,0.2,75.0,
2003-05-10,14:45:00,-06:00,KY,Kentucky,21,3,17,0,5.5,0,1158,-83.72,38.62,-83.2,38.57,25.0,600.0,"LINESTRING(-83.72 38.62, -83.46 38.595, -83.2 38.57)"
2012-10-14,05:42:00,-06:00,KY,Kentucky,21,1,1,0,0.35,0,411059,-88.6631,36.7354,-88.6349,36.7595,2.28,450.0,"LINESTRING(-88.6631 36.7354, -88.6349 36.7595)"
2007-10-18,20:26:00,-06:00,KY,Kentucky,21,2,0,0,0.3,0,1057,-86.29,37.79,-86.25,37.82,3.05,900.0,"LINESTRING(-86.29 37.79, -86.25 37.82)"
2011-02-24,19:50:00,-06:00,KY,Kentucky,21,2,0,0,0.6,0,278691,-87.618,36.8956,-87.5171,36.9109,5.68,900.0,"LINESTRING(-87.618 36.8956, -87.5171 36.9109)"
2008-02-06,00:06:00,-06:00,KY,Kentucky,21,2,0,0,0.015,0,148,-85.06,37.69,-85.05,37.69,0.99,750.0,"LINESTRING(-85.06 37.69, -85.05 37.69)"
2012-03-02,15:23:00,-06:00,KY,Kentucky,21,4,8,4,20.5,0,369205,-84.633,38.791,-84.4541,38.8209,9.85,2640.0,"LINESTRING(-84.633 38.791, -84.4541 38.8209)"
2014-06-04,17:30:00,-06:00,KY,Kentucky,21,1,0,0,0.014,0,517776,-87.914,37.504,-87.9077,37.4893,1.08,225.0,"LINESTRING(-87.914 37.504, -87.9077 37.4893)"
2011-04-23,12:59:00,-06:00,KY,Kentucky,21,0,0,0,0.025,0,292704,-84.7487,38.7097,-84.7278,38.7118,1.14,75.0,"LINESTRING(-84.7487 38.7097, -84.7278 38.7118)"
2013-10-31,20:03:00,-06:00,KY,Kentucky,21,0,0,0,0.035,0,477114,-88.3491,37.0026,-88.342,37.007,0.5,150.0,"LINESTRING(-88.3491 37.0026, -88.342 37.007)"
2017-04-05,16:16:00,-06:00,KY,Kentucky,21,1,0,0,100000,0,614953,-85.669,37.1804,-85.6595,37.1882,0.75,750.0,"LINESTRING(-85.669 37.1804, -85.6595 37.1882)"
2009-07-04,17:39:00,-06:00,KY,Kentucky,21,0,0,0,0.003,0,858,-88.0711,36.7391,-88.0647,36.7442,0.5,150.0,"LINESTRING(-88.0711 36.7391, -88.0647 36.7442)"
2011-02-28,06:37:00,-06:00,KY,Kentucky,21,1,0,0,0.075,0,276026,-83.3719,37.7467,-83.3674,37.7471,0.25,300.0,"LINESTRING(-83.3719 37.7467, -83.3674 37.7471)"
2017-04-26,18:12:00,-06:00,KY,Kentucky,21,1,0,0,500000,0,615012,-88.9223,36.6334,-88.7112,36.6844,12.34,450.0,"LINESTRING(-88.9223 36.6334, -88.7112 36.6844)"
1997-01-24,17:40:00,-06:00,KY,Kentucky,21,2,2,0,1.8,0,644,-85.9,36.98,-85.82,36.98,5.0,1800.0,"LINESTRING(-85.9 36.98, -85.82 36.98)"
2000-11-09,14:34:00,-06:00,KY,Kentucky,21,1,0,0,0.003,0,419,-84.75,38.07,-84.73,38.07,0.8,210.0,"LINESTRING(-84.75 38.07, -84.73 38.07)"
2011-04-23,13:10:00,-06:00,KY,Kentucky,21,1,0,0,0.035,0,292743,-84.5393,38.6985,-84.4631,38.7159,4.28,150.0,"LINESTRING(-84.5393 38.6985, -84.4631 38.7159)"
2013-10-31,19:50:00,-06:00,KY,Kentucky,21,1,0,0,0.035,0,477075,-88.543,37.0251,-88.5349,37.024,0.45,120.0,"LINESTRING(-88.543 37.0251, -88.5349 37.024)"
2007-03-01,14:20:00,-06:00,KY,Kentucky,21,1,0,0,0.035,0,88,-87.16,36.83,-87.15,36.83,0.2,90.0,"LINESTRING(-87.16 36.83, -87.15 36.83)"
2007-04-03,18:23:00,-06:00,KY,Kentucky,21,1,0,0,0.085,0.002,247,-85.05,37.24,-84.81,37.17,13.77,600.0,"LINESTRING(-85.05 37.24, -84.81 37.17)"
2011-04-22,21:50:00,-06:00,KY,Kentucky,21,2,2,0,0.88,0,289465,-87.8407,37.5892,-87.5629,37.6598,15.51,900.0,"LINESTRING(-87.8407 37.5892, -87.7018 37.6245, -87.5629 37.6598)"
1996-04-20,03:26:00,-06:00,KY,Kentucky,21,2,7,0,1.5,0,109,-84.77,37.45,-84.53,37.53,12.0,900.0,"LINESTRING(-84.77 37.45, -84.53 37.53)"
2017-03-27,16:05:00,-06:00,KY,Kentucky,21,1,0,0,300000,0,614828,-85.699,37.137,-85.694,37.139,0.31,300.0,"LINESTRING(-85.699 37.137, -85.694 37.139)"
2006-04-02,19:50:00,-06:00,KY,Kentucky,21,3,28,0,37.5,0,272,-87.63,36.9,-87.1,36.93,29.7,2100.0,"LINESTRING(-87.63 36.9, -87.365 36.915, -87.1 36.93)"
2000-01-03,16:06:00,-06:00,KY,Kentucky,21,3,18,0,64,0,19,-87.18,37.72,-87.12,37.77,7.0,2640.0,"LINESTRING(-87.18 37.72, -87.12 37.77)"
2010-10-26,08:52:00,-06:00,KY,Kentucky,21,0,0,0,0.004,0,1146,-87.3453,36.7354,-87.3193,36.7511,1.8,150.0,"LINESTRING(-87.3453 36.7354, -87.3193 36.7511)"
2009-03-28,15:40:00,-06:00,KY,Kentucky,21,3,2,0,0.54,0,141,-87.7964,37.6414,-87.6742,37.7917,12.35,1200.0,"LINESTRING(-87.7964 37.6414, -87.6742 37.7917)"
2012-01-17,12:20:00,-06:00,KY,Kentucky,21,2,0,0,0.085,0,354252,-86.4652,36.7019,-86.3168,36.704,8.22,450.0,"LINESTRING(-86.4652 36.7019, -86.3168 36.704)"
1996-04-20,02:34:00,-06:00,KY,Kentucky,21,1,0,0,0.08,0,1131,-85.8,37.1,-85.72,37.1,4.0,600.0,"LINESTRING(-85.8 37.1, -85.72 37.1)"
2005-11-15,15:27:00,-06:00,KY,Kentucky,21,4,40,0,31,0,546,-87.53,37.25,-87.35,37.42,15.0,2400.0,"LINESTRING(-87.53 37.25, -87.44 37.335, -87.35 37.42)"
2003-05-11,00:18:00,-06:00,KY,Kentucky,21,3,2,0,0.4,0,120,-87.27,37.42,-87.23,37.42,1.8,240.0,"LINESTRING(-87.27 37.42, -87.23 37.42)"
1998-05-31,19:35:00,-06:00,KY,Kentucky,21,2,0,0,0.3,0,99,-85.08,37.22,-85.07,37.2,1.0,300.0,"LINESTRING(-85.08 37.22, -85.07 37.2)"
2003-05-06,22:52:00,-06:00,KY,Kentucky,21,1,0,0,0.75,0,820,-87.83,37.63,-87.53,37.67,15.0,300.0,"LINESTRING(-87.83 37.63, -87.68 37.65, -87.53 37.67)"
2017-04-05,15:54:00,-06:00,KY,Kentucky,21,1,0,0,100000,0,614948,-85.144,38.373,-85.127,38.394,1.72,300.0,"LINESTRING(-85.144 38.373, -85.127 38.394)"
2005-11-06,01:46:00,-06:00,KY,Kentucky,21,3,5,0,0.38,0,1254,-88.05,37.42,-87.87,37.48,11.2,450.0,"LINESTRING(-88.05 37.42, -87.87 37.48)"
2008-02-05,23:52:00,-06:00,KY,Kentucky,21,0,0,0,0.06,0,146,-85.05,38.12,-85.05,38.12,0.35,375.0,
2006-01-02,15:34:00,-06:00,KY,Kentucky,21,2,2,0,0.35,0,12,-84.77,37.4,-84.62,37.47,8.7,600.0,"LINESTRING(-84.77 37.4, -84.62 37.47)"
2007-10-18,19:07:00,-06:00,KY,Kentucky,21,1,0,0,0.06,0,1049,-88.19,36.58,-88.07,36.62,7.23,540.0,"LINESTRING(-88.19 36.58, -88.07 36.62)"
1997-03-01,14:15:00,-06:00,KY,Kentucky,21,0,0,0,0.003,0,388,-83.63,37.85,-83.63,37.85,0.1,60.0,
2001-07-04,12:11:00,-06:00,KY,Kentucky,21,1,0,0,0.35,0,312,-84.65,37.15,-84.27,36.98,24.0,225.0,"LINESTRING(-84.65 37.15, -84.46 37.065, -84.27 36.98)"
2017-03-01,05:36:00,-06:00,KY,Kentucky,21,1,0,0,100000,0,614701,-85.211,38.553,-85.191,38.553,1.08,600.0,"LINESTRING(-85.211 38.553, -85.191 38.553)"
2012-03-02,14:38:00,-06:00,KY,Kentucky,21,2,0,0,0.19,0,359384,-86.7814,37.8345,-86.4679,37.857,16.49,600.0,"LINESTRING(-86.7814 37.8345, -86.62465 37.84575, -86.4679 37.857)"
2000-04-20,16:55:00,-06:00,KY,Kentucky,21,1,4,0,0.07,0,735,-85.12,37.8,-85.08,37.82,1.0,210.0,"LINESTRING(-85.12 37.8, -85.08 37.82)"
2002-04-28,01:39:00,-06:00,KY,Kentucky,21,1,0,0,0.003,0,69,-88.03,37.37,-88.02,37.38,1.0,600.0,"LINESTRING(-88.03 37.37, -88.02 37.38)"
